Sheet,Game,Question,Category,Question Type,Options,Correct Answer,Active,Intensity,Tone,Relationship Area,Tags,Notes,Memory Lane Mode,Avoid If,Game Suitability,AI Use Case,Repeat Group,Original Question Type
Questions,Normal Game,Who is more likely to start a serious conversation at bedtime?,Relationships,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,
Questions,Normal Game,Would you rather solve problems immediately or sleep on them?,Relationships,Preference,solve problems immediately | sleep on them,,TRUE,2,playful,lifestyle,"fun, random, hypothetical, lifestyle",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What is one thing we communicate well about?,Relationships,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What is one thing we should communicate better about?,Relationships,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Rank your top 3 relationship values.,Relationships,Ranked / Top 3,,,TRUE,3,romantic,romance,"romantic, memories, future, fun",,,,"date-night, normal",romantic-moment,memories,
Questions,Normal Game,How many minutes should an argument timeout last?,Relationships,Numeric,,,TRUE,4,savage,lifestyle,"savage, fun, lifestyle, general",,,argument-risk,"spicy-night, final-round",spicy-escalation,lifestyle,
Questions,Normal Game,Who is more likely to need reassurance?,Relationships,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,
Questions,Normal Game,What is one thing I do that makes you feel safe?,Relationships,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What promise should we always keep?,Relationships,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What health habit should we improve together?,Health & Wellness,Text Answer,,,TRUE,3,playful,habits,"health, lifestyle, personality, habits",,,,"date-night, normal",deep-connection,habits,
Questions,Normal Game,Who is more likely to skip the gym?,Health & Wellness,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,
Questions,Normal Game,Would you rather give up snacks or alcohol for a month?,Health & Wellness,Preference,give up snacks | alcohol for a month,,TRUE,2,playful,lifestyle,"fun, random, hypothetical, lifestyle",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What is your favourite way to relax?,Health & Wellness,Favourite,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Rank your top 3 stress relievers.,Health & Wellness,Ranked / Top 3,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,How many hours of sleep do you need to be normal?,Health & Wellness,Numeric,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Who is more likely to pretend they are not tired?,Health & Wellness,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,
Questions,Normal Game,What wellness habit would actually help us?,Health & Wellness,Text Answer,,,TRUE,3,playful,habits,"health, lifestyle, personality, habits",,,,"date-night, normal",deep-connection,habits,
Questions,Normal Game,What is one thing that instantly improves your mood?,Health & Wellness,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Who is more dramatic when ill?,Health & Wellness,Multiple Choice,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What would you spend lottery winnings on first?,Money,Text Answer,,,TRUE,2,playful,lifestyle,"money, lifestyle, fun, general",,,,"quick-fire, warm-up",funny-break,finance,
Questions,Normal Game,Who is more likely to impulse buy something?,Money,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,
Questions,Normal Game,Would you rather save for holidays or home upgrades?,Money,Preference,save for holidays | home upgrades,,TRUE,2,playful,lifestyle,"fun, random, hypothetical, lifestyle",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What is your favourite thing to spend money on?,Money,Favourite,,,TRUE,2,playful,lifestyle,"money, lifestyle, fun, general",,,,"quick-fire, warm-up",funny-break,finance,
Questions,Normal Game,Rank your top 3 financial goals.,Money,Ranked / Top 3,,,TRUE,2,playful,future,"future, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,future-plans,
Questions,Normal Game,How much money would make a weekend feel unlimited?,Money,Numeric,,,TRUE,2,playful,lifestyle,"money, lifestyle, fun, general",,,,"quick-fire, warm-up",funny-break,finance,
Questions,Normal Game,Who is more likely to forget a subscription?,Money,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,
Questions,Normal Game,What purchase of mine do you judge most?,Money,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What should we save for together?,Money,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What is one thing worth spending extra on?,Money,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What is the wildest dare you would actually do?,Random / Wildcard,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Who is more likely to survive a zombie apocalypse?,Random / Wildcard,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,
Questions,Normal Game,Would you rather read minds or see the future?,Random / Wildcard,Preference,read minds | see the future,,TRUE,2,playful,future,"fun, random, future, hypothetical",,,,"quick-fire, warm-up",funny-break,future-plans,
Questions,Normal Game,What is your favourite random fact about yourself?,Random / Wildcard,Favourite,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Rank your top 3 useless talents.,Random / Wildcard,Ranked / Top 3,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,How many minutes would you last on a survival show?,Random / Wildcard,Numeric,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Who is more likely to accidentally become famous?,Random / Wildcard,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,
Questions,Normal Game,What random thing do you think I am weirdly good at?,Random / Wildcard,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What is one question you are scared I will ask?,Random / Wildcard,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What is the funniest made-up rule for this game?,Random / Wildcard,Text Answer,,,TRUE,2,competitive,lifestyle,"entertainment, sports, fun, lifestyle",,,,"quick-fire, warm-up",escalation,entertainment,
Questions,Normal Game,What would you do if we won a free holiday tomorrow?,Hypotheticals,Text Answer,,,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,
Questions,Normal Game,Who is more likely to panic in an emergency?,Hypotheticals,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,
Questions,Normal Game,Would you rather live in the past or future?,Hypotheticals,Preference,live in the past | future,,TRUE,2,playful,future,"fun, random, future, hypothetical",,,,"quick-fire, warm-up",funny-break,future-plans,
Questions,Normal Game,What would your dream house include?,Hypotheticals,Text Answer,,,TRUE,3,emotional,future,"emotional, deep, future, fun",,,,"date-night, normal",deep-connection,future-plans,
Questions,Normal Game,Rank your top 3 “if money was no object” choices.,Hypotheticals,Ranked / Top 3,,,TRUE,2,playful,lifestyle,"money, lifestyle, fun, general",,,,"quick-fire, warm-up",funny-break,finance,
Questions,Normal Game,How many pets would you have if space was unlimited?,Hypotheticals,Numeric,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Who is more likely to quit their job after winning the lottery?,Hypotheticals,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,
Questions,Normal Game,What would you do if I planned a mystery weekend?,Hypotheticals,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What would you change if you could replay one day?,Hypotheticals,Text Answer,,,TRUE,2,playful,lifestyle,"fun, random, hypothetical, lifestyle",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Would you rather know my thoughts or my future?,Hypotheticals,Preference,know my thoughts | my future,,TRUE,2,playful,future,"fun, random, future, hypothetical",,,,"quick-fire, warm-up",funny-break,future-plans,
Questions,Normal Game,What is one future goal you want us to reach?,Future / Goals,Text Answer,,,TRUE,3,emotional,future,"emotional, deep, future, fun",,,,"date-night, normal",deep-connection,future-plans,
Questions,Normal Game,Who is more likely to make a five-year plan?,Future / Goals,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,
Questions,Normal Game,Would you rather own a dream home or travel the world?,Future / Goals,Preference,own a dream home | travel the world,,TRUE,3,emotional,future,"fun, random, deep, emotional, hypothetical, lifestyle, future, travel",,,,"date-night, normal",deep-connection,future-plans,
Questions,Normal Game,What is your biggest personal goal?,Future / Goals,Text Answer,,,TRUE,3,emotional,future,"emotional, deep, future, fun",,,,"date-night, normal",deep-connection,future-plans,
Questions,Normal Game,Rank your top 3 goals for us.,Future / Goals,Ranked / Top 3,,,TRUE,2,playful,future,"future, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,future-plans,
Questions,Normal Game,How many countries should we visit together?,Future / Goals,Numeric,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Who is more likely to dream bigger?,Future / Goals,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,3,emotional,future,"emotional, deep, future, fun",,,,"date-night, normal",deep-connection,future-plans,
Questions,Normal Game,What should our life look like in five years?,Future / Goals,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What is one goal you think I can achieve?,Future / Goals,Text Answer,,,TRUE,3,emotional,future,"emotional, deep, future, fun",,,,"date-night, normal",deep-connection,future-plans,
Questions,Normal Game,What is one habit future us will thank us for?,Future / Goals,Text Answer,,,TRUE,3,playful,habits,"future, personality, habits, fun",,,,"date-night, normal",deep-connection,habits,
Questions,Normal Game,What is your favourite thing about home?,Home,Favourite,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Who is more likely to leave clothes on the floor?,Home,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,
Questions,Normal Game,Would you rather renovate a kitchen or bedroom?,Home,Preference,renovate a kitchen | bedroom,,TRUE,2,playful,lifestyle,"fun, random, hypothetical, lifestyle",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What room should always feel cosy?,Home,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Rank your top 3 dream home features.,Home,Ranked / Top 3,,,TRUE,3,emotional,future,"emotional, deep, future, fun",,,,"date-night, normal",deep-connection,future-plans,
Questions,Normal Game,How many cushions is too many?,Home,Numeric,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Who is more likely to start rearranging furniture randomly?,Home,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,
Questions,Normal Game,What home habit of mine do you notice most?,Home,Text Answer,,,TRUE,3,playful,habits,"personality, habits, fun, lifestyle",,,,"date-night, normal",deep-connection,habits,
Questions,Normal Game,What would make our home feel perfect?,Home,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What is one thing every home needs?,Home,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What is your favourite car you have ever been in?,Cars & Driving,Favourite,,,TRUE,2,playful,lifestyle,"cars, lifestyle, fun, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Who is more likely to get road rage?,Cars & Driving,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"cars, lifestyle, fun, general",,,,"quick-fire, warm-up",escalation,lifestyle,
Questions,Normal Game,Would you rather have a sports car or luxury SUV?,Cars & Driving,Preference,a sports car | luxury SUV,,TRUE,2,playful,lifestyle,"entertainment, sports, fun, random, hypothetical, lifestyle, cars",,,,"quick-fire, warm-up",funny-break,entertainment,
Questions,Normal Game,What car suits my personality?,Cars & Driving,Text Answer,,,TRUE,3,playful,habits,"cars, lifestyle, personality, habits",,,,"date-night, normal",deep-connection,habits,
Questions,Normal Game,Rank your top 3 dream cars.,Cars & Driving,Ranked / Top 3,,,TRUE,3,emotional,future,"emotional, deep, future, fun",,,,"date-night, normal",deep-connection,future-plans,
Questions,Normal Game,How many minutes late is acceptable before leaving?,Cars & Driving,Numeric,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Who is more likely to miss a turning?,Cars & Driving,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,
