Sheet Name,Source Row,Kept Row,Question,Question Type,Category,Options,Removal Reason
True or False,1767,167,Kim has kept something back to stay in control but would play it off as nothing.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1768,168,Jay would take a risk if the moment felt exciting but would play it off as nothing.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1769,169,Kim has replayed a moment wishing they acted differently but would play it off as nothing.,True or False,Memories,True | False,Exact duplicate question text in the same sheet.
True or False,1770,170,Jay enjoys being unpredictable in relationships but would play it off as nothing.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1771,171,Kim would test the other person without them knowing but would play it off as nothing.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1772,172,Jay has acted more confident than they felt but would play it off as nothing.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1773,173,Kim enjoys attention more than they admit but would play it off as nothing.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1774,174,Jay would struggle to admit being wrong but would play it off as nothing.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1775,175,Kim has done something purely for the thrill but would play it off as nothing.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1776,176,Jay enjoys teasing and creating tension but would play it off as nothing.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1777,177,Kim would get jealous but try to hide it but would play it off as nothing.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1778,178,Jay has imagined a different version of their life but would play it off as nothing.,True or False,Hypotheticals,True | False,Exact duplicate question text in the same sheet.
True or False,1779,179,Kim enjoys having control in situations but would play it off as nothing.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1780,180,Jay would break routine for excitement but would play it off as nothing.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1781,181,Kim has kept a secret they’ve never shared but would play it off as nothing.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1782,182,Jay would secretly enjoy a bit of jealousy in a relationship even if it crossed a line slightly.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1783,183,Kim has been tempted by someone they shouldn't have been even if it crossed a line slightly.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1784,184,Jay would flirt just to test their confidence even if it crossed a line slightly.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1785,185,Kim has imagined a risky scenario with someone else even if it crossed a line slightly.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1786,186,Jay enjoys pushing boundaries in subtle ways even if it crossed a line slightly.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1787,187,Kim has kept something back to stay in control even if it crossed a line slightly.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1788,188,Jay would take a risk if the moment felt exciting even if it crossed a line slightly.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1789,189,Kim has replayed a moment wishing they acted differently even if it crossed a line slightly.,True or False,Memories,True | False,Exact duplicate question text in the same sheet.
True or False,1790,190,Jay enjoys being unpredictable in relationships even if it crossed a line slightly.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1791,191,Kim would test the other person without them knowing even if it crossed a line slightly.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
