Sheet,Game,Question,Category,Question Type,Options,Correct Answer,Active,Intensity,Tone,Relationship Area,Tags,Notes,Memory Lane Mode,Avoid If,Game Suitability,AI Use Case,Repeat Group,Original Sheet,Original Question Type
True or False,True or False,Jay has imagined a different version of their life and secretly enjoyed it.,Relationships,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,,
True or False,True or False,Kim enjoys having control in situations and secretly enjoyed it.,Relationships,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,,
True or False,True or False,Jay would break routine for excitement and secretly enjoyed it.,Relationships,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,,
True or False,True or False,Kim has kept a secret they’ve never shared and secretly enjoyed it.,Relationships,True or False,True | False,,TRUE,4,playful,trust,"trust, fun, lifestyle, general",,,,"true-false, spicy-night, final-round",spicy-escalation,jealousy-trust,,
True or False,True or False,Jay would secretly enjoy a bit of jealousy in a relationship but would play it off as nothing.,Sexual,True or False,True | False,,TRUE,4,romantic,romance,"entertainment, memories, fun, trust, lifestyle, romantic, jealousy, future",,,jealousy-risk,"true-false, spicy-night, final-round",spicy-escalation,jealousy-trust,,
True or False,True or False,Kim has been tempted by someone they shouldn't have been but would play it off as nothing.,Sexual,True or False,True | False,,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,entertainment,,
True or False,True or False,Jay would flirt just to test their confidence but would play it off as nothing.,Sexual,True or False,True | False,,TRUE,3,emotional,lifestyle,"entertainment, fun, emotional, lifestyle, confidence",,,,"true-false, date-night, normal",deep-connection,confidence-risk,,
True or False,True or False,Kim has imagined a risky scenario with someone else but would play it off as nothing.,Lifestyle,True or False,True | False,,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,entertainment,,
True or False,True or False,Jay enjoys pushing boundaries in subtle ways but would play it off as nothing.,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,entertainment,,
True or False,True or False,Kim has kept something back to stay in control but would play it off as nothing.,Relationships,True or False,True | False,,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,entertainment,,
True or False,True or False,Jay would take a risk if the moment felt exciting but would play it off as nothing.,Lifestyle,True or False,True | False,,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,entertainment,,
True or False,True or False,Kim has replayed a moment wishing they acted differently but would play it off as nothing.,Memories,True or False,True | False,,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,entertainment,,
True or False,True or False,Jay enjoys being unpredictable in relationships but would play it off as nothing.,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,entertainment,,
True or False,True or False,Kim would test the other person without them knowing but would play it off as nothing.,Relationships,True or False,True | False,,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,entertainment,,
True or False,True or False,Jay has acted more confident than they felt but would play it off as nothing.,Personality,True or False,True | False,,TRUE,3,emotional,lifestyle,"entertainment, fun, emotional, lifestyle, confidence",,,,"true-false, date-night, normal",deep-connection,confidence-risk,,
True or False,True or False,Kim enjoys attention more than they admit but would play it off as nothing.,Sexual,True or False,True | False,,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,entertainment,,
True or False,True or False,Jay would struggle to admit being wrong but would play it off as nothing.,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,entertainment,,
True or False,True or False,Kim has done something purely for the thrill but would play it off as nothing.,Lifestyle,True or False,True | False,,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,entertainment,,
True or False,True or False,Jay enjoys teasing and creating tension but would play it off as nothing.,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,entertainment,,
True or False,True or False,Kim would get jealous but try to hide it but would play it off as nothing.,Sexual,True or False,True | False,,TRUE,4,playful,jealousy,"entertainment, fun, trust, lifestyle, jealousy",,,jealousy-risk,"true-false, spicy-night, final-round",spicy-escalation,jealousy-trust,,
True or False,True or False,Jay has imagined a different version of their life but would play it off as nothing.,Hypotheticals,True or False,True | False,,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,entertainment,,
True or False,True or False,Kim enjoys having control in situations but would play it off as nothing.,Relationships,True or False,True | False,,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,entertainment,,
True or False,True or False,Jay would break routine for excitement but would play it off as nothing.,Lifestyle,True or False,True | False,,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,entertainment,,
True or False,True or False,Kim has kept a secret they’ve never shared but would play it off as nothing.,Relationships,True or False,True | False,,TRUE,4,playful,trust,"trust, fun, entertainment, lifestyle",,,,"true-false, spicy-night, final-round",spicy-escalation,jealousy-trust,,
True or False,True or False,Jay would secretly enjoy a bit of jealousy in a relationship even if it crossed a line slightly.,Sexual,True or False,True | False,,TRUE,4,romantic,romance,"memories, trust, romantic, jealousy, future",,,jealousy-risk,"true-false, spicy-night, final-round",spicy-escalation,jealousy-trust,,
True or False,True or False,Kim has been tempted by someone they shouldn't have been even if it crossed a line slightly.,Sexual,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,,
True or False,True or False,Jay would flirt just to test their confidence even if it crossed a line slightly.,Sexual,True or False,True | False,,TRUE,3,emotional,lifestyle,"confidence, emotional, fun, lifestyle",,,,"true-false, date-night, normal",deep-connection,confidence-risk,,
True or False,True or False,Kim has imagined a risky scenario with someone else even if it crossed a line slightly.,Lifestyle,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,,
True or False,True or False,Jay enjoys pushing boundaries in subtle ways even if it crossed a line slightly.,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,,
True or False,True or False,Kim has kept something back to stay in control even if it crossed a line slightly.,Relationships,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,,
True or False,True or False,Jay would take a risk if the moment felt exciting even if it crossed a line slightly.,Lifestyle,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,,
True or False,True or False,Kim has replayed a moment wishing they acted differently even if it crossed a line slightly.,Memories,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,,
True or False,True or False,Jay enjoys being unpredictable in relationships even if it crossed a line slightly.,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,,
True or False,True or False,Kim would test the other person without them knowing even if it crossed a line slightly.,Relationships,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,,
True or False,True or False,Jay has acted more confident than they felt even if it crossed a line slightly.,Personality,True or False,True | False,,TRUE,3,emotional,lifestyle,"confidence, emotional, fun, lifestyle",,,,"true-false, date-night, normal",deep-connection,confidence-risk,,
True or False,True or False,Kim enjoys attention more than they admit even if it crossed a line slightly.,Sexual,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,,
True or False,True or False,Jay would struggle to admit being wrong even if it crossed a line slightly.,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,,
True or False,True or False,Kim has done something purely for the thrill even if it crossed a line slightly.,Lifestyle,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,,
True or False,True or False,Jay enjoys teasing and creating tension even if it crossed a line slightly.,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,,
True or False,True or False,Kim would get jealous but try to hide it even if it crossed a line slightly.,Sexual,True or False,True | False,,TRUE,4,playful,jealousy,"trust, jealousy, fun, lifestyle",,,jealousy-risk,"true-false, spicy-night, final-round",spicy-escalation,jealousy-trust,,
True or False,True or False,Jay has imagined a different version of their life even if it crossed a line slightly.,Hypotheticals,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,,
True or False,True or False,Kim enjoys having control in situations even if it crossed a line slightly.,Relationships,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,,
